Symbol;Name;Last Sale;Net Change;% Change;Market Cap;Country;IPO Year;Volume;Sector;Industry
THO;Thor Industries Inc. Common Stock;$112.02;0.78;0.701%;6220573098.00;United States;;120800;Consumer Non-Durables;Homebuilding
THRN;Thorne Healthtech Inc. Common Stock;$9.63;0.13;1368%;505715598.00;United States;2021;26241;Consumer Non-Durables;Farming/Seeds/Milling
THS;Treehouse Foods Inc. Common Stock;$34.535;-1.975;-5409%;1924999825.00;United States;;229765;Consumer Non-Durables;Packaged Foods
TPB;Turning Point Brands Inc. Common Stock;$41.61;0.84;2.06%;785313145.00;United States;2016;34122;Consumer Non-Durables;Tobacco
TPR;Tapestry Inc. Common Stock;$46.65;4.04;9481%;12983647546.00;United States;;5578048;Consumer Non-Durables;Apparel
TR;Tootsie Roll Industries Inc. Common Stock;$32.37;0.10;0.31%;2182556475.00;United States;;16128;Consumer Non-Durables;Specialty Foods
TSN;Tyson Foods Inc. Common Stock;$82.84;0.30;0.363%;30222192467.00;United States;;426167;Consumer Non-Durables;Meat/Poultry/Fish
TTCF;Tattooed Chef Inc Class A Common Stock;$16.81;-0.42;-2438%;431183409.00;United States;2018;3299170;Consumer Non-Durables;Farming/Seeds/Milling
TUP;Tupperware Brands Corporation Common Stock;$18.48;-0.11;-0.592%;903306854.00;United States;;315404;Consumer Non-Durables;Plastic Products
TWNK;Hostess Brands Inc. Class A Common Stock;$18.385;0.225;1239%;2391760118.00;United States;2015;876677;Consumer Non-Durables;Specialty Foods
UA;Under Armour Inc. Class C Common Stock;$21.30;0.18;0.852%;10141232332.00;United States;2016;455308;Consumer Non-Durables;Apparel
UAA;Under Armour Inc. Class A Common Stock;$24.93;0.19;0.768%;11869526856.00;United States;;1093812;Consumer Non-Durables;Apparel
UEIC;Universal Electronics Inc. Common Stock;$38.60;0.38;0.994%;505725697.00;United States;1993;6687;Consumer Non-Durables;Consumer Electronics/Appliances
UG;United-Guardian Inc. Common Stock;$14.13;-0.56;-3812%;64917727.00;United States;;6304;Consumer Non-Durables;Package Goods/Cosmetics
UL;Unilever PLC Common Stock;$52.455;-0.515;-0.972%;134909265182.00;United Kingdom;;1416262;Consumer Non-Durables;Package Goods/Cosmetics
UNFI;United Natural Foods Inc. Common Stock;$51.53;1.22;2425%;2908625948.00;United States;2019;92158;Consumer Non-Durables;Food Distributors
USFD;US Foods Holding Corp. Common Stock;$34.83;-0.83;-2328%;7759798061.00;United States;2016;678833;Consumer Non-Durables;Specialty Foods
UTZ;Utz Brands Inc Class A Common Stock ;$17.85;1.66;10253%;2444010826.00;United States;2018;515122;Consumer Non-Durables;Specialty Foods
UVV;Universal Corporation Common Stock;$49.915;0.245;0.493%;1228277572.00;United States;;13312;Consumer Non-Durables;Tobacco
VFC;V.F. Corporation Common Stock;$76.17;0.64;0.847%;29918225811.00;United States;;468800;Consumer Non-Durables;Apparel
VGR;Vector Group Ltd. Common Stock;$15.485;0.145;0.945%;2384061727.00;United States;;289372;Consumer Non-Durables;Farming/Seeds/Milling
VOXX;VOXX International Corporation Class A Common Stock;$12.6397;0.0197;0.156%;301780206.00;United States;;98845;Consumer Non-Durables;Consumer Electronics/Appliances
VRA;Vera Bradley Inc. Common Stock;$10.81;0.11;1028%;367770577.00;United States;2010;115815;Consumer Non-Durables;Apparel
VSTO;Vista Outdoor Inc. Common Stock;$43.725;0.245;0.563%;2505270180.00;United States;2015;175872;Consumer Non-Durables;Recreational Products/Toys
VWE;Vintage Wine Estates Inc. Common Stock;$10.89;0.06;0.554%;658426944.00;United States;;17355;Consumer Non-Durables;Beverages (Production/Distribution)
VZIO;VIZIO Holding Corp. Class A Common Stock;$20.92;1.24;6301%;3865793934.00;;2021;818138;Consumer Non-Durables;Consumer Electronics/Appliances
WCC;WESCO International Inc. Common Stock;$135.24;1.36;1016%;6817441097.00;United States;1999;94225;Consumer Non-Durables;Telecommunications Equipment
WEYS;Weyco Group Inc. Common Stock;$23.40;0.61;2677%;227299621.00;United States;;865;Consumer Non-Durables;Shoe Manufacturing
WGO;Winnebago Industries Inc. Common Stock;$74.56;1.39;1.90%;2494783938.00;United States;;98561;Consumer Non-Durables;Homebuilding
WILC;G. Willi-Food International  Ltd. Ordinary Shares;$21.81;0.00;0.00%;288263141.00;Israel;;227;Consumer Non-Durables;Food Distributors
WTER;The Alkaline Water Company Inc. Common Stock;$1.525;-0.115;-7012%;159108394.00;United States;;3331099;Consumer Non-Durables;Beverages (Production/Distribution)
WVVI;Willamette Valley Vineyards Inc. Common Stock;$16.77;0.41;2506%;83255151.00;United States;;1044;Consumer Non-Durables;Beverages (Production/Distribution)
WVVIP;Willamette Valley Vineyards Inc. Series A Redeemable Preferred Stock;$7.50;0.00;0.00%;0.00;United States;;118;Consumer Non-Durables;Beverages (Production/Distribution)
WWW;Wolverine World Wide Inc. Common Stock;$33.89;0.50;1497%;2786247812.00;United States;;175485;Consumer Non-Durables;Shoe Manufacturing
YSG;Yatsen Holding Limited American Depositary Shares each representing four Class A ordinary shares;$2.985;0.085;2931%;1885366130.00;China;2020;1027975;Consumer Non-Durables;Package Goods/Cosmetics
ZVIA;Zevia PBC Class A Common Stock;$11.78;-0.04;-0.338%;760158712.00;;2021;47035;Consumer Non-Durables;Specialty Foods
